kod_zsj_d,x_min,x_max,y_min,y_max,nazev,popis,kod_zsj,kod_cast_obec,kod_momc,upper_name,area
0382700,17.370220,17.406313,49.424870,49.450805,Henčlov,ZSJ-D,038270,414280,511382,Přerov,3750245.000000
1877472,15.128867,15.151173,50.522219,50.533488,Vyskeř díl 2,ZSJ-D,187747,411060,577685,Vyskeř,563805.000000
3079980,13.999595,14.009906,49.663196,49.679567,Nový rybník,ZSJ-D,307998,403296,539911,Příbram,459691.000000
1174040,14.003561,14.026484,50.274924,50.303388,Čeradice,ZSJ-D,117404,117404,532461,Klobuky,2905307.000000
1913610,13.925215,13.957552,50.044862,50.068524,Klíčava,ZSJ-D,191361,191370,542610,Zbečno,1990577.000000
1680840,15.776411,15.807481,49.789965,49.808874,Kameničky,ZSJ-D,168084,168084,572390,Trhová Kamenice,2359209.000000
0346060,14.314416,14.348091,50.721956,50.743468,Františkov nad Ploučnicí,ZSJ-D,034606,034606,545899,Františkov nad Ploučnicí,2272904.000000
1953160,15.932399,15.964064,49.532879,49.550356,Vetla,ZSJ-D,195316,412805,595209,Žďár nad Sázavou,2114789.000000
0920880,13.936012,13.968912,49.528426,49.546051,Martinice,ZSJ-D,092088,092088,540013,Březnice,2702775.000000
1329000,14.883154,14.914445,49.426729,49.448465,Prasetín,ZSJ-D,132900,132900,552241,Dolní Hořice,3420341.000000
1539820,12.609921,12.640908,49.971919,49.978512,Sekerské Chalupy,ZSJ-D,153982,153982,539112,Stará Voda,882749.000000
1579700,15.301180,15.325857,49.412876,49.430553,Kamenicko,ZSJ-D,157970,157988,561487,Střítež pod Křemešníkem,2037537.000000
0386790,16.185906,16.215315,49.352600,49.378626,Milešín,ZSJ-D,038679,038679,587770,Milešín,2939980.000000
1848880,15.427413,15.460708,49.199716,49.225572,Volevčice,ZSJ-D,184888,184888,588164,Volevčice,3326140.000000
0879800,18.154153,18.206201,49.607047,49.630245,Větřkovice,ZSJ-D,087980,413585,599565,Kopřivnice,4760959.000000
0117030,16.580070,16.602700,49.256174,49.267442,Tumaňanova,ZSJ-D,011703,411884,551244,Brno,884052.000000
1930620,15.338301,15.381205,50.679550,50.697542,Stanový,ZSJ-D,193062,193062,563862,Zlatá Olešnice,3373436.000000
1195040,15.080493,15.113723,50.971034,50.996892,Horní Pertoltice,ZSJ-D,119504,119504,564311,Pertoltice,3342449.000000
0542410,15.308108,15.364444,50.278283,50.300185,Chroustov,ZSJ-D,054241,054241,534706,Chroustov,4980196.000000
1843730,13.393784,13.435833,49.598125,49.614898,Háje,ZSJ-D,184373,184373,558303,Řenče,2055925.000000
1345200,13.079965,13.119697,49.684302,49.705313,Bítov,ZSJ-D,134520,134520,559393,Přehýšov,3146708.000000
0844330,12.434830,12.464742,50.029477,50.049855,Lipová,ZSJ-D,084433,084433,554626,Lipová,2977929.000000
0784760,17.092631,17.119826,48.994118,49.007293,Od Svatobořic,ZSJ-D,078476,412287,586307,Kyjov,1258873.000000
1140490,18.259493,18.273572,49.795927,49.802985,Jeremenkova osada,ZSJ-D,114049,414131,554227,Ostrava,492459.000000
1882980,16.167113,16.197481,49.926097,49.950443,Dráby,ZSJ-D,188298,188255,581186,Vysoké Mýto,2543012.000000
1695870,13.962927,13.980103,50.468440,50.481440,Kololeč,ZSJ-D,169587,169587,565768,Třebenice,1030182.000000
3219070,15.915250,15.941088,49.746258,49.758463,Hamřík,ZSJ-D,321907,039349,571393,Hlinsko,1126248.000000
0276930,14.591479,14.622306,49.935882,49.953326,Nebřenice,ZSJ-D,027693,027693,599221,Popovičky,2030702.000000
1675250,16.406206,16.424936,49.350447,49.364630,Květnice,ZSJ-D,167525,412058,584002,Tišnov,1320892.000000
1194400,15.202258,15.222654,49.750646,49.766109,Chlístovice,ZSJ-D,119440,119440,534307,Pertoltice,818251.000000
0820230,14.556068,14.576960,49.512841,49.527474,Nové Libenice,ZSJ-D,082023,082015,552101,Borotín,963273.000000
1802030,13.206620,13.238289,50.416022,50.440194,Pavlov,ZSJ-D,180203,180190,563129,Klášterec nad Ohří,2773007.000000
1586401,14.420624,14.449026,50.659696,50.671971,Stvolínecké Petrovice díl 1,ZSJ-D,158640,158640,562114,Stvolínky,1580293.000000
0677250,15.918642,15.949325,50.452078,50.466797,Vyhnánov,ZSJ-D,067725,067709,579408,Kohoutov,1829542.000000
0256660,13.181061,13.207585,49.281996,49.296402,Žiznětice,ZSJ-D,025666,025666,556041,Dešenice,2206831.000000
1950902,14.264290,14.271208,49.205946,49.211607,Nová Ves u Protivína díl 2,ZSJ-D,195090,195111,598861,Žďár,143614.000000
3263480,14.698867,14.712212,49.828615,49.841030,Podmračí,ZSJ-D,326348,100005,530204,Mrač,685404.000000
0681790,15.189016,15.204048,50.025728,50.033217,Pražská,ZSJ-D,068179,402095,533165,Kolín,290141.000000
0337580,13.750773,13.770257,50.601697,50.618745,Křinec,ZSJ-D,033758,409316,567515,Duchcov,1197220.000000
3140210,17.300411,17.322088,48.898840,48.910729,Zámek-Skanzen,ZSJ-D,314021,412295,586587,Strážnice,852576.000000
1643720,16.978106,17.004998,49.945799,49.965026,Karlův Dvůr,ZSJ-D,164372,414603,523704,Šumperk,1548026.000000
0746670,17.680925,17.706503,50.079184,50.085323,Chařová,ZSJ-D,074667,413071,597520,Krnov,346350.000000
0853160,15.833475,15.865462,50.366583,50.386685,Litíč,ZSJ-D,085316,085316,546470,Litíč,2967916.000000
0330140,17.120237,17.158388,49.319965,49.342022,Dřevnovice,ZSJ-D,033014,033014,589489,Dřevnovice,3837414.000000
1219910,13.380946,13.387657,49.741868,49.746031,Centrum-východ,ZSJ-D,121991,490318,546003,Plzeň,131180.000000
1238971,16.267303,16.289525,50.013602,50.021864,Němčí díl 1,ZSJ-D,123897,123897,580805,Podlesí,822481.000000
0166320,15.380662,15.428449,50.587120,50.616066,Bystrá nad Jizerou,ZSJ-D,016632,016632,577049,Bystrá nad Jizerou,5606882.000000
1600080,12.580882,12.636663,50.169320,50.201078,Čistá,ZSJ-D,160008,160024,538434,Svatava,6854898.000000
1533890,13.649777,13.676441,49.094756,49.107986,Stachy,ZSJ-D,153389,153389,550515,Stachy,1756734.000000
1162200,17.014967,17.057988,50.196528,50.230378,Petříkov,ZSJ-D,116220,116220,569330,Ostružná,6235338.000000
0696550,17.144841,17.177960,49.113635,49.138241,Blišice,ZSJ-D,069655,069655,588601,Koryčany,3795410.000000
0922150,15.726062,15.783792,50.283888,50.308129,Máslojedy,ZSJ-D,092215,092215,573779,Máslojedy,4610150.000000
0635330,12.813632,12.841666,50.218678,50.232724,Dvory,ZSJ-D,063533,063533,554961,Karlovy Vary,1115632.000000
1495190,14.110175,14.142452,50.225598,50.243500,Blahotice,ZSJ-D,149519,149519,532819,Slaný,2695266.000000
0934590,14.690030,14.716730,49.397143,49.412093,Měšice,ZSJ-D,093459,093459,552046,Tábor,1571364.000000
0880300,16.261390,16.291398,49.342954,49.366226,Lubné,ZSJ-D,088030,088030,596078,Lubné,3024085.000000
1184010,15.523264,15.555579,49.242644,49.263096,Bezděkov,ZSJ-D,118401,118401,587681,Pavlov,2295889.000000
0749931,17.371236,17.401781,49.268267,49.286463,Vážany díl 1,ZSJ-D,074993,074993,588296,Kroměříž,2253129.000000
0250030,14.216435,14.235778,50.770372,50.779416,Východní nádraží,ZSJ-D,025003,407224,562335,Děčín,534366.000000
0184650,15.360796,15.378941,49.902283,49.916902,Ke Krchlebům,ZSJ-D,018465,402214,534005,Čáslav,904858.000000
0356110,17.646682,17.669679,49.226380,49.231521,Čepkov,ZSJ-D,035611,412244,585068,Zlín,369672.000000
0941610,16.404571,16.460385,49.785220,49.799463,Kukle,ZSJ-D,094161,094161,572594,Kukle,2949095.000000
0990660,17.073575,17.112818,49.246566,49.274287,Moravské Málkovice,ZSJ-D,099066,099066,593346,Moravské Málkovice,3640639.000000
0099890,14.706952,14.731735,50.704283,50.725384,Hlemýždí,ZSJ-D,009989,009989,561444,Brniště,1838669.000000
0628711,14.497498,14.525669,49.851833,49.873051,Kamenný Přívoz díl 1,ZSJ-D,062871,062871,539368,Kamenný Přívoz,2314833.000000
0008840,16.162166,16.191918,48.858457,48.894346,Bantice,ZSJ-D,000884,000884,593729,Bantice,3741951.000000
0385710,14.363298,14.418752,50.656035,50.675820,Heřmanice,ZSJ-D,038571,038571,562297,Žandov,5724193.000000
0841400,13.592892,13.632615,49.633487,49.652250,Lipnice-U Nádraží,ZSJ-D,084140,084131,558362,Spálené Poříčí,2063772.000000
1331911,16.097256,16.121668,49.785250,49.802987,Záboří díl 1,ZSJ-D,133191,133191,572080,Proseč,1648553.000000
0013090,15.076551,15.116534,49.921869,49.949985,Červený Hrádek,ZSJ-D,001309,001309,533181,Bečváry,4048724.000000
3150100,17.716841,17.730815,50.086453,50.097207,Průmyslový obvod,ZSJ-D,315010,413071,597520,Krnov,520562.000000
1610120,16.428687,16.452735,49.750391,49.774918,U poličské trati,ZSJ-D,161012,411116,577731,Svitavy,2720442.000000
3116770,13.784716,13.804220,50.668270,50.677942,Dolní Dubí,ZSJ-D,311677,409308,567507,Dubí,577081.000000
1575890,15.687538,15.737986,50.246019,50.265847,Střezetice,ZSJ-D,157589,157589,570966,Střezetice,2834736.000000
1294450,14.331286,14.367252,50.102562,50.116359,Jenerálka,ZSJ-D,129445,400459,500178,Praha,1546911.000000
0846380,17.590328,17.648435,49.397060,49.430987,Lipová,ZSJ-D,084638,084638,514772,Lipová,5002418.000000
0481190,13.704863,13.733635,50.648857,50.677398,Hrob,ZSJ-D,048119,048119,567558,Hrob,3187090.000000
0918390,15.210605,15.243757,50.433901,50.452621,Příchvoj,ZSJ-D,091839,091839,573167,Markvartice,2417756.000000
1583990,18.063465,18.090235,49.717582,49.734423,Studénka-u zámku,ZSJ-D,158399,413658,599921,Studénka,1152521.000000
0502880,13.861016,13.893730,49.800670,49.819241,Hvozdec,ZSJ-D,050288,050288,531235,Hvozdec,3250976.000000
0125300,16.651997,16.677517,49.212593,49.225570,Pod Hády,ZSJ-D,012530,490377,551252,Brno,1556706.000000
0616540,15.030982,15.051840,49.795828,49.810783,Zderadiny,ZSJ-D,061654,061654,534129,Kácov,1365828.000000
1720810,13.501171,13.540615,49.692050,49.709267,Lhůta,ZSJ-D,172081,172081,578606,Lhůta,3413723.000000
0607550,16.167897,16.209946,49.217604,49.245340,Jinošov,ZSJ-D,060755,060755,590797,Jinošov,5080404.000000
1740410,16.192202,16.223326,49.865388,49.891654,Újezdec,ZSJ-D,174041,174041,578916,Újezdec,3443638.000000
1391900,16.922012,16.956544,49.596938,49.621881,Rakůvka,ZSJ-D,139190,139190,589969,Rakůvka,2856906.000000
0601940,13.729360,13.766575,50.308557,50.321984,Jimlín,ZSJ-D,060194,060194,546011,Jimlín,1873777.000000
1210530,15.169658,15.210592,49.592918,49.620187,Píšť,ZSJ-D,121053,121053,548545,Píšť,3529982.000000
1846410,12.290040,12.337702,50.150538,50.161937,Zelený Háj,ZSJ-D,184641,184641,539074,Vojtanov,2133797.000000
1072120,15.471666,15.490379,50.221641,50.231710,Zábědov,ZSJ-D,107212,107212,570508,Nový Bydžov,958237.000000
1320800,14.492964,14.507536,50.043573,50.053279,U záběhlického zámku,ZSJ-D,132080,490253,500224,Praha,711383.000000
0955910,15.214766,15.239805,50.580752,50.588915,Dubecko,ZSJ-D,095591,095591,577316,Mírová pod Kozákovem,988152.000000
3278410,12.644595,12.654990,49.799061,49.803906,Ve Vilkách,ZSJ-D,327841,406741,560715,Tachov,225033.000000
0470400,15.829772,15.839632,50.187338,50.194536,Nová Třebeš,ZSJ-D,047040,409847,569810,Hradec Králové,409791.000000
1795580,14.500904,14.522442,50.325144,50.340996,Skuhrov,ZSJ-D,179558,179558,535265,Velký Borek,1380180.000000
0656920,13.163516,13.184464,50.352116,50.360145,Velká Lesná,ZSJ-D,065692,065641,563129,Klášterec nad Ohří,651694.000000
1746880,15.545475,15.588091,49.960981,49.982728,Urbanice,ZSJ-D,174688,174688,575917,Urbanice,3527780.000000
1544580,16.665275,16.718298,49.764817,49.787218,Bílá Studně,ZSJ-D,154458,154458,578789,Staré Město,4879886.000000
1696680,16.189387,16.222597,50.142599,50.165650,Libel,ZSJ-D,169668,169668,548651,Libel,3643838.000000
3222020,13.968354,14.006008,48.770285,48.793450,Hory,ZSJ-D,322202,322202,545511,Horní Planá,3908795.000000
0679380,12.933472,12.961747,49.880755,49.897295,Čeliv,ZSJ-D,067938,067938,541494,Kokašice,1632516.000000
0477910,17.746988,17.783455,49.548879,49.571856,Za Skalkou,ZSJ-D,047791,414352,513750,Hranice,2861686.000000
1065850,14.300761,14.317603,50.292721,50.304749,Nové Ouholice,ZSJ-D,106585,106585,535117,Nová Ves,864119.000000
1898710,14.229887,14.248655,49.536943,49.541362,Pelechy I,ZSJ-D,189871,189901,549517,Kovářov,361724.000000
1459550,17.613691,17.630822,49.164249,49.179327,Salaš,ZSJ-D,145955,145955,585068,Zlín,1145711.000000
3013960,15.048019,15.067989,49.287459,49.305064,Březí,ZSJ-D,301396,301396,548111,Kamenice nad Lipou,1505102.000000
0511100,14.130434,14.184425,49.105032,49.128358,Chelčice,ZSJ-D,051110,051110,551139,Chelčice,4800328.000000
0550850,15.484248,15.521072,48.963857,48.988676,Chvalkovice,ZSJ-D,055085,055085,546143,Dešná,4297587.000000
0458450,14.190921,14.253483,50.066592,50.100652,Litovice,ZSJ-D,045845,045837,539244,Hostivice,6050384.000000
0915110,13.242355,13.270367,49.958152,49.986033,Vladměřice,ZSJ-D,091511,091511,559202,Manětín,4013450.000000
3067200,13.771915,13.792514,50.634161,50.647351,Hudcov-sever,ZSJ-D,306720,049221,567442,Teplice,852707.000000
0590300,15.507709,15.528632,50.672024,50.680392,Roudnické Paseky,ZSJ-D,059030,059048,577189,Jestřabí v Krkonoších,785543.000000
1074090,13.912695,13.972956,49.972619,49.995067,Nový Jáchymov,ZSJ-D,107409,107409,531600,Nový Jáchymov,5001672.000000
0046930,13.963080,13.985359,50.543874,50.562188,Bílý Újezd,ZSJ-D,004693,004693,565849,Velemín,1921623.000000
1608140,13.676245,13.712194,49.998719,50.018511,Svinařov,ZSJ-D,160814,160814,542415,Slabce,3700025.000000
0268240,16.237482,16.291972,48.989592,49.022577,Dobelice,ZSJ-D,026824,026824,593923,Dobelice,4021482.000000
1877471,15.167315,15.185581,50.523189,50.541963,Vyskeř díl 1,ZSJ-D,187747,411051,577685,Vyskeř,1443554.000000
0103670,16.588618,16.601194,49.200423,49.207315,Konečného náměstí,ZSJ-D,010367,411639,550973,Brno,391074.000000
1022700,14.450283,14.478120,49.619610,49.633820,Radeč,ZSJ-D,102270,102270,540820,Nedrahovice,1885535.000000
1956340,15.790548,15.814900,49.683262,49.693934,Nové Ransko,ZSJ-D,195634,195634,569780,Ždírec nad Doubravou,1115514.000000
0910730,13.360774,13.385934,49.295829,49.309776,Střítež,ZSJ-D,091073,091073,556467,Kolinec,1455871.000000
1068520,16.587344,16.614954,49.571950,49.591535,Novičí,ZSJ-D,106852,106852,581917,Letovice,2022850.000000
0233290,13.778202,13.804288,49.165529,49.183161,Radešov,ZSJ-D,023329,023329,550957,Čestice,1954542.000000
0570371,14.360315,14.400469,50.639291,50.657492,Janovice díl 1,ZSJ-D,057037,057037,561720,Kravaře,3319724.000000
1884250,14.471666,14.505063,49.812282,49.826232,Větrov,ZSJ-D,188425,188425,513482,Vysoký Újezd,1620081.000000
0021430,15.510639,15.545620,50.627825,50.645567,Dolní Štěpanice,ZSJ-D,002143,002143,576981,Benecko,2457952.000000
0171750,14.593104,14.659473,50.300393,50.341172,Byšice,ZSJ-D,017175,017175,534722,Byšice,10860068.000000
1206420,16.765181,16.803683,49.981083,50.000973,Bukovice,ZSJ-D,120642,120642,540650,Písařov,3849721.000000
1246720,16.553552,16.583066,49.676931,49.716483,Pohledy,ZSJ-D,124672,124672,578550,Pohledy,6028280.000000
0495810,14.617951,14.660595,49.020983,49.058282,Hůrky,ZSJ-D,049581,049581,544779,Lišov,7044485.000000
0873270,18.551148,18.576888,49.813163,49.831157,Stávky,ZSJ-D,087327,087301,598917,Karviná,2072168.000000
1494200,14.092051,14.125250,50.225335,50.236394,Ovčáry,ZSJ-D,149420,402079,532819,Slaný,1254939.000000
0070561,16.054617,16.072551,50.199706,50.212694,Lipiny díl 1,ZSJ-D,007056,007056,576123,Bolehošť,1009309.000000
0458020,13.915967,13.923340,49.492726,49.497858,Chaloupky,ZSJ-D,045802,045811,550817,Bělčice,133681.000000
0850650,13.606281,13.641305,50.429861,50.449678,Koporeč,ZSJ-D,085065,085065,567248,Lišnice,3197951.000000
1017370,12.440587,12.465334,50.114943,50.138938,Hněvín,ZSJ-D,101737,101729,554693,Nebanice,2399000.000000
0500160,18.199299,18.222275,49.423379,49.438677,Hutisko,ZSJ-D,050016,050016,542814,Hutisko-Solanec,1816529.000000
1974080,15.747456,15.778059,50.312394,50.327477,Vrchovnice,ZSJ-D,197408,197408,548057,Vrchovnice,1516855.000000
1011760,13.810525,13.844279,49.132889,49.153164,Nahořany,ZSJ-D,101176,101176,550957,Čestice,3754303.000000
1776100,15.878188,15.915577,49.974586,49.993392,Dvakačovice,ZSJ-D,177610,177610,504955,Dvakačovice,3611650.000000
1920740,15.332090,15.350172,49.804246,49.819515,Krchlebská Lhota,ZSJ-D,192074,192074,534625,Zbýšov,1371838.000000
1113410,15.135720,15.158804,49.572906,49.604102,Chlovy,ZSJ-D,111341,111341,548502,Onšov,2889680.000000
0930250,14.087560,14.124432,49.917947,49.933741,Tobolka,ZSJ-D,093025,093025,531529,Měňany,2333873.000000
0884390,16.714970,16.760919,49.441622,49.464794,Ludíkov,ZSJ-D,088439,088439,531006,Ludíkov,4054964.000000
1552090,16.413569,16.453137,49.616480,49.646132,Starý Svojanov,ZSJ-D,155209,155209,578843,Svojanov,4653230.000000
0669580,13.393630,13.427630,50.267313,50.297697,Mory,ZSJ-D,066958,066958,566616,Podbořany,4883938.000000
0313480,13.813506,13.842386,49.171414,49.187791,Doubravice u Volyně,ZSJ-D,031348,031348,550957,Čestice,2127266.000000
0951920,14.861867,14.925151,50.208796,50.259507,Milovice,ZSJ-D,095192,095192,537501,Milovice,10367740.000000
0388730,15.297082,15.324564,50.428208,50.442229,Březina,ZSJ-D,038873,038873,549070,Březina,1432415.000000
0271890,17.458612,17.514447,49.394072,49.408494,Dobrčice,ZSJ-D,027189,027189,513105,Dobrčice,2189329.000000
0400530,16.794105,16.842056,49.856756,49.876921,Hněvkov,ZSJ-D,040053,040053,541354,Zábřeh,4020401.000000
1586660,14.412324,14.432853,50.651553,50.666785,Taneček,ZSJ-D,158666,158666,562114,Stvolínky,1070260.000000
0618410,13.243345,13.271531,50.394064,50.407026,Královský vrch,ZSJ-D,061841,061859,563102,Kadaň,1239963.000000
0998720,17.027016,17.073635,49.454570,49.489637,Mostkovice,ZSJ-D,099872,099872,589730,Mostkovice,4395251.000000
1844540,14.519324,14.549263,49.662141,49.675439,Minartice,ZSJ-D,184454,184454,530891,Vojkov,1948195.000000
0522480,13.979721,14.015722,50.443161,50.466327,Chodovlice,ZSJ-D,052248,052248,564931,Chodovlice,3084837.000000
0253130,14.224032,14.241701,50.788672,50.831435,Loubí,ZSJ-D,025313,407411,562335,Děčín,459028.000000
1405200,15.640907,15.673948,50.114429,50.140552,Rohoznice,ZSJ-D,140520,140520,575569,Rohoznice,3506845.000000
0741360,16.360236,16.387995,49.150893,49.166030,Kratochvilka,ZSJ-D,074136,074136,583235,Kratochvilka,1493462.000000
0765970,14.875825,14.920553,49.636766,49.654852,Křížov,ZSJ-D,076597,076597,530476,Pravonín,3508429.000000
1727910,15.668526,15.692746,49.906077,49.922601,Úherčice,ZSJ-D,172791,172791,530697,Úherčice,1533731.000000
1185670,17.200554,17.227196,49.288635,49.319346,Pavlovice u Kojetína,ZSJ-D,118567,118567,557196,Pavlovice u Kojetína,3539831.000000
0814180,17.393772,17.418483,49.492108,49.506748,Lhotka,ZSJ-D,081418,081418,514527,Lhotka,1911378.000000
0276340,16.270313,16.312819,50.316525,50.335208,Dobřany,ZSJ-D,027634,027634,576280,Dobřany,4055399.000000
0286650,14.385604,14.434312,50.387676,50.406576,Podvlčí,ZSJ-D,028665,028665,534765,Dolní Beřkovice,2361649.000000
0921340,15.087708,15.115069,49.578786,49.604936,Chyšná,ZSJ-D,092134,092134,561321,Chyšná,2830479.000000
1884680,15.517577,15.551726,49.141533,49.161621,Vystrčenovice,ZSJ-D,188468,188468,588199,Vystrčenovice,3289722.000000
1031010,17.216735,17.273193,49.542536,49.566715,Nemilany,ZSJ-D,103101,103101,500496,Olomouc,6409312.000000
0671640,14.397307,14.430147,49.670801,49.695279,Kňovičky,ZSJ-D,067164,067164,598461,Kňovice,3041295.000000
1424681,14.939267,14.972272,50.705627,50.731755,Rozstání díl 1,ZSJ-D,142468,408506,564427,Světlá pod Ještědem,3005388.000000
1720900,13.516334,13.555902,49.707876,49.725152,Mokrouše,ZSJ-D,172090,172090,540641,Mokrouše,2731047.000000
1339730,14.538278,14.579992,49.978011,50.008175,Průhonice,ZSJ-D,133973,403181,539571,Průhonice,4014476.000000
1757900,14.924141,14.941042,49.894100,49.906038,Benátky,ZSJ-D,175790,175790,534510,Úžice,1086296.000000
1664810,14.138578,14.150716,50.500976,50.514075,Na Krétě-východ,ZSJ-D,166481,409049,565717,Terezín,389803.000000
1848700,15.910937,15.950415,50.578701,50.600387,Voletiny,ZSJ-D,184870,184870,579025,Trutnov,4096433.000000
1527730,12.963730,13.007691,49.403965,49.423550,Spáňov,ZSJ-D,152773,152773,554251,Spáňov,3275101.000000
1392890,15.548311,15.615843,49.353853,49.375230,Rančířov,ZSJ-D,139289,139289,587176,Rančířov,6511488.000000
0713910,14.259374,14.298581,49.530047,49.542271,Kovářovské Březí,ZSJ-D,071391,404683,549517,Kovářov,1698808.000000
0609330,14.688623,14.717257,50.091851,50.111447,Nové Jirny,ZSJ-D,060933,060933,538272,Jirny,2623003.000000
3270770,14.614749,14.636102,49.957448,49.975266,Komerční zóna Jažlovice,ZSJ-D,327077,145530,538728,Říčany,1724049.000000
1961690,15.273945,15.290703,50.637813,50.652237,Malá Horka,ZSJ-D,196169,196169,563871,Železný Brod,958156.000000
1753401,16.337704,16.384327,49.968207,49.982085,Kerhartice díl 1,ZSJ-D,175340,175340,579891,Ústí nad Orlicí,2611213.000000
0037190,12.920563,12.953103,49.895697,49.908103,Horní Polžice,ZSJ-D,003719,003719,560740,Bezdružice,1667678.000000
0565290,17.729218,17.766970,49.716252,49.734910,Klokočůvek,ZSJ-D,056529,056529,599701,Odry,3349020.000000
0087370,16.895207,16.920979,49.678579,49.700684,Starý pivovar,ZSJ-D,008737,008699,500861,Bouzov,2431961.000000
1480240,17.776825,17.814171,49.505836,49.532881,Skalička,ZSJ-D,148024,148024,517747,Skalička,4145686.000000
0553280,14.241586,14.255150,48.854944,48.875421,Hejdlov,ZSJ-D,055328,055328,545546,Chvalšiny,1054601.000000
3218420,13.252492,13.306494,50.403906,50.429711,Prunéřov-velkolom,ZSJ-D,321842,061859,563102,Kadaň,6027692.000000
0382110,16.385919,16.401728,50.042880,50.049373,Křížánky,ZSJ-D,038211,038211,580228,Hejnice,362725.000000
1788110,17.954379,17.964663,49.951462,49.969093,Angelika,ZSJ-D,178811,178829,510939,Velké Hoštice,757513.000000
3167840,14.311939,14.335898,50.023959,50.034911,U Dalejského potoka-západ,ZSJ-D,316784,490270,539635,Praha,1256911.000000
0625290,14.607277,14.623176,49.909775,49.922107,Všedobrovice,ZSJ-D,062529,062529,538299,Kamenice,961861.000000
1238710,13.957458,13.984653,49.694253,49.709887,Nové Podlesí,ZSJ-D,123871,403679,564486,Podlesí,1806063.000000
0855110,14.125509,14.152647,50.516816,50.528927,Želetice,ZSJ-D,085511,085456,564567,Litoměřice,1426649.000000
0042940,13.744411,13.768187,50.527353,50.547987,Lázně Kyselka,ZSJ-D,004294,004219,567451,Bílina,1497685.000000
1556240,18.499518,18.520428,49.793726,49.805751,Nový Svět I,ZSJ-D,155624,155632,599140,Stonava,991529.000000
0146720,16.215392,16.242694,50.599889,50.612843,Březová,ZSJ-D,014672,014672,574252,Meziměstí,995842.000000
1955962,14.588742,14.620539,50.513863,50.529410,Ždírec díl 2,ZSJ-D,195596,407127,514195,Ždírec,2005622.000000
0217170,16.000022,16.034991,50.369690,50.390132,Říkov,ZSJ-D,021717,021717,530786,Říkov,2472953.000000
3123710,16.139042,16.150170,50.353600,50.360997,Malecí,ZSJ-D,312371,410420,574279,Nové Město nad Metují,396505.000000
0707340,14.661837,14.694677,50.303568,50.323456,Nové Košátky,ZSJ-D,070734,402877,566047,Košátky,3136200.000000
0957111,15.178610,15.199961,50.595461,50.605286,Záholice díl 1,ZSJ-D,095711,095575,577316,Mírová pod Kozákovem,678341.000000
1761920,18.116562,18.148253,49.410213,49.423544,Díly,ZSJ-D,176192,176257,544949,Valašská Bystřice,1374822.000000
1928130,13.188294,13.204699,49.580822,49.594087,Chalupy,ZSJ-D,192813,192813,558591,Zemětice,975261.000000
0139010,16.539657,16.599965,48.791702,48.838792,Březí,ZSJ-D,013901,013901,584371,Březí,13075154.000000
1455210,14.624612,14.657304,49.968043,49.987502,Voděrádky,ZSJ-D,145521,145521,538728,Říčany,2891552.000000
1608810,16.551619,16.600607,49.309461,49.340068,Svinošice,ZSJ-D,160881,160881,582433,Svinošice,7350857.000000
0290410,14.309661,14.360670,50.731642,50.767527,Dolní Habartice,ZSJ-D,029041,029041,545856,Dolní Habartice,5568013.000000
0735980,14.459178,14.482994,50.914150,50.920441,Dlouhý Důl,ZSJ-D,073598,073598,562611,Krásná Lípa,279447.000000
1200651,13.401612,13.441236,49.212850,49.226962,Vojetice díl 1,ZSJ-D,120065,120065,556921,Petrovice u Sušice,1969584.000000
0832590,17.695701,17.730146,49.425312,49.442995,Libosváry,ZSJ-D,083259,083259,588709,Loukov,2480098.000000
0450040,14.924887,14.962394,50.087548,50.109592,Hořany,ZSJ-D,045004,045004,534854,Hořany,3852804.000000
0323520,16.924324,16.967364,49.178222,49.208589,Dražovice,ZSJ-D,032352,032352,592994,Dražovice,6411665.000000
0375160,14.888630,14.916489,49.096303,49.120793,Hatín,ZSJ-D,037516,037516,546291,Hatín,3175952.000000
0098810,15.536934,15.567987,49.992936,50.016703,Brloh,ZSJ-D,009881,009881,574791,Brloh,2865323.000000
0671990,15.579446,15.600615,49.629857,49.644127,Český Dvůr,ZSJ-D,067199,067202,548286,Knyk,1445409.000000
1844381,14.520821,14.560794,49.644988,49.663642,Bezmíř díl 1,ZSJ-D,184438,184438,530891,Vojkov,3264643.000000
1059450,13.517204,13.548071,49.451506,49.476682,Nová Ves u Nepomuka,ZSJ-D,105945,105945,558125,Neurazy,3420507.000000
0612470,18.138079,18.177758,49.734917,49.760209,Jistebník-u nádraží,ZSJ-D,061247,061239,599506,Jistebník,3863606.000000
0691240,15.977199,16.040457,48.811579,48.841927,Popice,ZSJ-D,069124,069124,593711,Znojmo,6892011.000000
0037510,12.909357,12.926524,49.904159,49.916438,Pačín,ZSJ-D,003751,003751,560740,Bezdružice,1002462.000000
1262170,14.741678,14.774132,49.749570,49.762116,Dobříčkov,ZSJ-D,126217,126217,530450,Postupice,1442198.000000
3123800,16.147695,16.163039,50.348822,50.361618,Krajské Předměstí,ZSJ-D,312380,410420,574279,Nové Město nad Metují,902179.000000
3234460,13.386482,13.397492,49.634713,49.657553,Čižice-za mostem,ZSJ-D,323446,024031,557641,Čižice,956507.000000
1824860,16.293662,16.315199,49.547190,49.558073,Hrdá Ves,ZSJ-D,182486,182494,597074,Vír,705183.000000
